company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
Meritage Homes,673,0.0,3666.9,249.7,1510,Engineering & Construction,Scottsdale,AZ,,no,no,yes, ,Phillipe Lord,https://www.meritagehomes.com,MTH,1372.7
MRC Global,674,0.0,3662.0,39.0,3345,Energy,Houston,TX,,no,no,yes, ,Robert J. Saltiel Jr.,https://www.mrcglobal.com,MRC,349.6
Alliant Energy,675,0.0,3647.7,557.2,3597,Energy,Madison,WI,,no,no,yes, ,John O. Larsen,https://www.alliantenergy.com,LNT,11832.5
Workday,676,0.0,3627.2,-480.7,12200,Technology,Pleasanton,CA,,yes,no,no, ,Aneel Bhusri,https://www.workday.com,WDAY,54430
BMC Stock Holdings,677,0.0,3626.6,109.8,10200,Wholesalers,Raleigh,NC,,no,no,yes, ,David E. Flitman,https://www.buildwithbmc.com,BMCH,1183.3
Abercrombie & Fitch,678,0.0,3623.1,39.4,26000,Retailing,New Albany,OH,,no,yes,yes, ,Fran Horowitz,https://www.abercrombie.com,ANF,559.9
Domino's Pizza,679,0.0,3618.8,400.7,13100,"Hotels, Restaurants & Leisure",Ann Arbor,MI,,no,no,yes, ,Richard E. Allison,https://www.dominos.com/index.intl.html,DPZ,14933
Lyft,680,0.0,3616.0,-2602.2,5683,Technology,San Francisco,CA,,yes,no,no, ,Logan Green,https://ww.lyft.com,LYFT,8233.3
Meredith,681,0.0,3611.9,46.3,5615,Media,Des Moines,IA,,no,no,yes, ,Thomas H. Harty,https://www.meredith.com,MDP,554.1
American Water Works,682,0.0,3610.0,621.0,6800,Energy,Camden,NJ,,no,no,yes, ,Walter J. Lynch,https://www.amwater.com,AWK,21642.7
Albemarle,683,0.0,3589.4,533.2,6000,Chemicals,Charlotte,NC,,no,no,yes, ,,https://www.albemarle.com,ALB,5993.2
Ciena,684,0.0,3572.1,253.4,6383,Technology,Hanover,MD,,no,no,yes, ,Gary B. Smith,https://www.ciena.com,CIEN,8168
Barnes & Noble,685,0.0,3552.7,3.8,15538,Retailing,New York,NY,,no,no,yes, ,James Daunt,https://www.barnesandnobleinc.com,,
Weis Markets,686,0.0,3543.3,68.0,23000,Food & Drug Stores,Sunbury,PA,,no,no,yes, ,Jonathan H. Weis,https://www.weismarkets.com,WMK,1279
Illumina,687,0.0,3543.0,1002.0,7700,Technology,San Diego,CA,,no,no,yes, ,Francis deSouza,https://www.illumina.com,ILMN,43917
SVB Financial Group,688,0.0,3530.9,1136.9,3564,Financials,Santa Clara,CA,,no,no,yes, ,Gregory Becker,https://www.svb.com,SIVB,12272
Carter's,689,0.0,3519.3,263.8,20300,Apparel,Atlanta,GA,,no,no,yes, ,Michael D. Casey,https://www.carters.com,CRI,2887.4
Stifel Financial,690,0.0,3515.0,448.4,8205,Financials,St. Louis,MO,,no,no,yes, ,Ronald J. Kruszewski,https://www.stifel.com,SF,2870.3
Mednax,691,0.0,3513.5,-1497.7,9480,Health Care,Sunrise,FL,,yes,no,no, ,Mark S. Ordan,https://www.mednax.com,MD,981
Equifax,692,0.0,3507.6,-398.8,11200,Business Services,Atlanta,GA,,no,no,no, ,Mark W. Begor,https://www.equifax.com,EFX,14569.4
Kar Auction Services,693,0.0,3505.5,188.5,13311,Wholesalers,Carmel,IN,,no,no,yes, ,James P. Hallett,https://www.karauctionservices.com,KAR,1546.4
Ashland Global Holdings,694,0.0,3505.0,505.0,4700,Chemicals,Covington,KY,,no,no,yes, ,Guillermo Novo,https://www.ashland.com,ASH,3016.6
Medical Mutual of Ohio,695,0.0,3502.7,83.7,2801,Financials,Cleveland,OH,,no,no,yes, ,Richard A. Chiricosta,https://www.medmutual.com,,
Sprague Resources,696,0.0,3502.4,31.3,770,Energy,Portsmouth,NH,,no,no,yes, ,David C. Glendon,https://www.spragueenergy.com,SRLP,299.1
Super Micro Computer,697,0.0,3500.4,71.9,3670,Technology,San Jose,CA,,yes,no,yes, ,Charles Liang,https://www.supermicro.com,SMCI,1090.8
Designer Brands,698,0.0,3492.7,94.5,16100,Retailing,Columbus,OH,,no,no,yes, ,Roger L. Rawlins,https://www.designerbrands.com,DBI,357.3
Pitney Bowes,699,0.0,3477.7,194.6,11000,Technology,Stamford,CT,,no,no,yes, ,Marc B. Lautenbach,https://www.pitneybowes.com,PBI,349.6
Applied Industrial Technologies,700,0.0,3472.7,144.0,6650,Wholesalers,Cleveland,OH,,no,no,yes, ,Neil A. Schrimsher,https://www.applied.com,AIT,1768.4
Pinnacle West Capital,701,0.0,3471.2,538.3,6210,Energy,Phoenix,AZ,,no,no,yes, ,Jeffrey B Guldner,https://www.pinnaclewest.com,PNW,8521.8
American Equity Investment Life Holding,702,0.0,3464.3,246.1,608,Financials,West Des Moines,IA,,no,no,yes, ,Anant Bhalla,https://www.american-equity.com,AEL,1716.3
ServiceNow,703,0.0,3460.4,626.7,10371,Technology,Santa Clara,CA,,no,no,yes, ,William R. McDermott,https://www.servicenow.com,NOW,105782
Twitter,704,0.0,3459.3,1465.7,4900,Technology,San Francisco,CA,,yes,no,yes, ,Jack Dorsey,https://www.twitter.com,TWTR,35536
Calumet Specialty Products Partners,705,0.0,3452.6,-43.6,1500,Energy,Indianapolis,IN,,no,no,no, ,Stephen P. Mawer,https://www.calumetspecialty.com,CLMT,81.7
Steelcase,706,0.0,3443.2,126.0,12700,Household Products,Grand Rapids,MI,,no,no,yes, ,James P. Keane,https://www.steelcase.com,SCS,1548
Sanderson Farms,707,0.0,3440.3,53.3,17055,"Food, Beverages & Tobacco",Laurel,MS,,no,no,yes, ,Joe F. Sanderson Jr.,https://www.sandersonfarms.com,SAFM,2742.4
WABCO Holdings,708,0.0,3421.4,245.8,13911,Motor Vehicles & Parts,Auburn Hills,MI,,no,no,yes, ,Jon Morrison,https://www.wabco-auto.com,,6924.1
Clean Harbors,709,0.0,3412.2,97.7,14400,Business Services,Norwell,MA,,yes,no,yes, ,Alan S. McKim,https://www.cleanharbors.com,CLH,2866.3
Puget Energy,710,0.0,3401.1,210.7,3130,Energy,Bellevue,WA,,no,yes,yes, ,Mary E. Kipp,https://www.pugetenergy.com,,
Scientific Games,711,0.0,3400.0,-130.0,9800,"Hotels, Restaurants & Leisure",Las Vegas,NV,,no,no,no, ,Barry L. Cottle,https://www.scientificgames.com,SGMS,910.5
Granite Construction,712,0.0,3389.8,-105.4,4200,Engineering & Construction,Watsonville,CA,,no,no,no, ,Kyle T. Larkin,https://www.graniteconstruction.com,GVA,709.5
Carlyle Group,713,0.0,3377.0,380.9,1775,Financials,Washington,DC,,no,no,yes, ,Kewsong Lee,https://www.carlyle.com,CG,7539.2
Skyworks Solutions,714,0.0,3376.8,853.6,9000,Technology,Irvine,CA,,no,no,yes, ,Liam K. Griffin,https://www.skyworksinc.com,SWKS,15155.5
Aleris,715,0.0,3375.9,-11.8,5600,Materials,Cleveland,OH,,no,no,no, ,Sean M. Stack,https://www.aleris.com,,
Triple-S Management,716,0.0,3375.6,92.9,3992,Health Care,San Juan,PR,,no,no,yes, ,Roberto Garcia-Rodriguez,https://www.triplesmanagement.com,GTS,345
Hexion,717,0.0,3374.0,,4000,Chemicals,Columbus,OH,,no,no,no, ,Craig Rogerson,https://www.hexion.com,,
Hologic,718,0.0,3367.3,-203.6,6478,Health Care,Marlborough,MA,,no,no,no, ,Stephen P. MacMillan,https://www.hologic.com,HOLX,9270.9
Triumph Group,719,0.0,3364.9,-321.8,10776,Aerospace & Defense,Berwyn,PA,,no,no,no, ,Daniel J. Crowley,https://www.triumphgroup.com,TGI,350.5
Darling Ingredients,720,0.0,3363.9,312.6,10100,"Food, Beverages & Tobacco",Irving,TX,,no,no,yes, ,Randall C. Stuewe,https://www.darlingii.com,DAR,3144.6
MSC Industrial Direct,721,0.0,3363.8,288.9,6700,Wholesalers,Melville,NY,,no,no,yes, ,Erik Gershwind,https://www.mscdirect.com,MSM,3044.9
Red Hat,722,0.0,3362.1,434.0,13360,Technology,Raleigh,NC,,no,no,yes, ,Paul J. Cormier,https://www.redhat.com,,
Synopsys,723,0.0,3360.7,532.4,13896,Technology,Mountain View,CA,,yes,no,yes, ,Aart J. de Geus/Chi-Foon Chan,https://www.synopsys.com,SNPS,30028
PolyOne,724,0.0,3351.6,588.6,5600,Chemicals,Avon Lake,OH,,no,no,yes, ,Robert M. Patterson,https://www.polyone.com,POL,1752.3
Dycom Industries,725,0.0,3339.7,57.2,15230,Engineering & Construction,Palm Beach Gardens,FL,,no,no,yes, ,Steven E. Nielsen,https://www.dycomind.com,DY,810.2
Cabot,726,0.0,3337.0,157.0,4500,Chemicals,Boston,MA,,no,no,yes, ,Sean D. Keohane,https://www.cabotcorp.com,CBT,1480.5
Prologis,727,0.0,3330.6,1573.0,1712,Financials,San Francisco,CA,,no,no,yes, ,Hamid R. Moghadam,https://www.prologis.com,PLD,59400.6
Boyd Gaming,728,0.0,3326.1,157.6,24300,"Hotels, Restaurants & Leisure",Las Vegas,NV,,no,no,yes, ,Keith E. Smith,https://www.boydgaming.com,BYD,1609.4
LSC Communications,729,0.0,3326.0,-295.0,20000,Media,Chicago,IL,,no,no,no, ,Suzanne Bettman,https://www.lsccom.com,LKSDQ,3
Brown-Forman,730,0.0,3324.0,835.0,4700,"Food, Beverages & Tobacco",Louisville,KY,,no,no,yes, ,Lawson E. Whiting,https://www.brown-forman.com,BFB,25843.4
Stericycle,731,0.0,3308.9,-346.8,19500,Business Services,Bannockburn,IL,,no,yes,no, ,Cindy J. Miller,https://www.stericycle.com,SRCL,4434
CIT Group,732,0.0,3296.1,529.9,3609,Financials,New York,NY,,no,yes,yes, ,Ellen R. Alemany,https://www.cit.com,CIT,1692
MDC Holdings,733,0.0,3293.3,238.3,1656,Engineering & Construction,Denver,CO,,no,no,yes, ,David M. Mandarich,https://www.mdcholdings.com,MDC,1462.8
Hyster-Yale Materials Handling,734,0.0,3291.8,35.8,7900,Industrials,Cleveland,OH,,no,no,yes, ,Alfred M. Rankin Jr.,https://www.hyster-yale.com,HY,672.8
Crane,735,0.0,3283.1,133.3,13000,Industrials,Stamford,CT,,no,no,yes, ,Max H. Mitchell,https://www.craneco.com,CR,2911.4
Cinemark Holdings,736,0.0,3283.1,191.4,22603,Media,Plano,TX,,no,no,yes, ,Mark Zoradi,https://www.cinemark.com,CNK,1193.8
Autodesk,737,0.0,3274.3,214.5,10100,Technology,San Rafael,CA,,no,no,yes, ,Andrew Anagnost,https://www.autodesk.com,ADSK,67854
Trimble,738,0.0,3264.3,514.3,11484,Technology,Sunnyvale,CA,,no,no,yes, ,Robert G. Painter,https://www.trimble.com,TRMB,7962.8
Garrett Motion,739,0.0,3248.0,313.0,7400,Motor Vehicles & Parts,Plymouth,MI,,no,no,yes, ,Olivier Rabiller,https://www.garrettmotion.com,GTX,214
Zions Bancorp.,740,0.0,3245.0,816.0,10188,Financials,Salt Lake City,UT,,no,no,yes, ,Harris H. Simmons,https://www.zionsbancorporation.com,ZION,4389
Regal Beloit,741,0.0,3238.0,238.9,19560,Industrials,Beloit,WI,,no,no,yes, ,Louis V. Pinkham,https://www.regalbeloit.com,RBC,2559.3
Service Corp. International,742,0.0,3230.8,369.6,20457,Business Services,Houston,TX,,no,no,yes, ,Thomas L. Ryan,https://www.sci-corp.com,SCI,7083.9
Varian Medical Systems,743,0.0,3225.1,291.9,10062,Health Care,Palo Alto,CA,,no,no,yes, ,Dow R. Wilson,https://www.varian.com,VAR,9307.8
PriceSmart,744,0.0,3223.9,73.2,9000,Retailing,San Diego,CA,,no,yes,yes, ,Sherry S. Bahrambeygui,https://www.pricesmart.com,PSMT,1608.7
Brinker International,745,0.0,3217.9,154.9,56147,"Hotels, Restaurants & Leisure",Dallas,TX,,no,no,yes, ,Wyman T. Roberts,https://www.brinker.com,EAT,449.3
Digital Realty Trust,746,0.0,3209.2,579.8,1550,Financials,San Francisco,CA,,no,no,yes, ,A. William Stein,https://www.digitalrealty.com,DLR,36016.5
Pool,747,0.0,3199.5,261.6,4500,Wholesalers,Covington,LA,,no,no,yes, ,Peter D. Arvan,https://www.poolcorp.com,POOL,7921.2
Crestwood Equity Partners,748,0.0,3181.9,285.1,894,Energy,Houston,TX,,no,no,yes, ,Robert G Phillips,https://www.crestwoodlp.com,CEQP,307.6
Infor,749,0.0,3171.2,142.0,17380,Technology,New York,NY,,no,no,yes, ,Kevin Samuelson,https://www.infor.com,,
Plexus,750,0.0,3164.4,108.6,19000,Technology,Neenah,WI,,no,no,yes, ,Todd P. Kelsey,https://www.plexus.com,PLXS,1601.6
Teledyne Technologies,751,0.0,3163.6,402.3,11790,Aerospace & Defense,Thousand Oaks,CA,,no,no,yes, ,Aldo Pichelli,https://www.teledyne.com,TDY,10893.1
G-III Apparel Group,752,0.0,3160.5,143.8,6050,Apparel,New York,NY,,no,no,yes, ,Morris Goldfarb,https://www.giii.com,GIII,369.7
Scotts Miracle-Gro,753,0.0,3156.0,460.7,5850,Chemicals,Marysville,OH,,no,no,yes, ,James S. Hagedorn,https://www.scotts.com,SMG,5693
Apollo Global Management,754,0.0,3145.4,843.2,1421,Financials,New York,NY,,yes,no,yes, ,Leon D. Black,https://www.apollo.com,APO,7738.9
E*Trade Financial,755,0.0,3145.0,955.0,4122,Financials,Arlington,VA,,no,no,yes, ,Michael A. Pizzi,https://www.etrade.com,,7585.5
Toro,756,0.0,3138.1,274.0,9329,Industrials,Bloomington,MN,,no,no,yes, ,Richard M. Olson,https://www.thetorocompany.com,TTC,6963.3
Southwest Gas Holdings,757,0.0,3119.9,213.9,8944,Energy,Las Vegas,NV,,no,no,yes, ,John P. Hester,https://www.swgasholdings.com,SWX,3834
GMS,758,0.0,3116.0,56.0,5858,Wholesalers,Tucker,GA,,no,no,yes, ,John C. Turner Jr.,https://www.gms.com,GMS,665.7
Cooper-Standard Holdings,759,0.0,3108.4,67.5,28000,Motor Vehicles & Parts,Novi,MI,,no,no,yes, ,Jeffrey S. Edwards,https://www.cooperstandard.com,CPS,173
Acadia Healthcare,760,0.0,3107.5,108.9,35600,Health Care,Franklin,TN,,no,yes,yes, ,Debra K. Osteen,https://www.acadiahealthcare.com,ACHC,1629.1
Tetra Tech,761,0.0,3107.3,158.7,20000,Engineering & Construction,Pasadena,CA,,no,no,yes, ,Dan L. Batrack,https://www.tetratech.com,TTEK,3861.8
Primoris Services,762,0.0,3106.3,82.3,9700,Engineering & Construction,Dallas,TX,,no,no,yes, ,Thomas E. McCormick,https://www.primoriscorp.com,PRIM,767.2
Tempur Sealy International,763,0.0,3106.0,189.5,7400,Household Products,Lexington,KY,,no,no,yes, ,Scott L. Thompson,https://www.tempursealy.com,TPX,2277.2
H&R Block,764,0.0,3094.9,422.5,44600,Financials,Kansas City,MO,,no,no,yes, ,Jeffrey J. Jones II,https://www.hrblock.com,HRB,2710.1
Qorvo,765,0.0,3090.3,133.1,8100,Technology,Greensboro,NC,,no,no,yes, ,Robert A. Bruggeworth,https://www.qorvo.com,QRVO,9327.7
TRI Pointe Group,766,0.0,3083.0,207.2,1386,Engineering & Construction,Irvine,CA,,no,no,yes, ,Douglas F. Bauer,https://www.tripointegroup.com,TPH,1177
Cracker Barrel Old Country Store,767,0.0,3072.0,223.4,73000,"Hotels, Restaurants & Leisure",Lebanon,TN,,no,yes,yes, ,Sandra B. Cochran,https://www.crackerbarrel.com,CBRL,1992.6
Elanco Animal Health,768,0.0,3071.0,67.9,6080,Health Care,Greenfield,IN,,no,no,yes, ,Jeffrey N. Simmons,https://www.elanco.com,ELAN,8923.1
PRA Health Sciences,769,0.0,3066.3,243.0,17500,Technology,Raleigh,NC,,no,no,yes, ,Colin Shannon,https://prahs.com,PRAH,6286
First Solar,770,0.0,3063.1,-114.9,6600,Energy,Tempe,AZ,,no,no,no, ,Mark R. Widmar,https://www.firstsolar.com,FSLR,3802.8
AMC Networks,771,0.0,3060.3,380.5,2588,Media,New York,NY,,no,no,yes, ,Joshua W. Sapan,https://www.amcnetworks.com,AMCX,1350.7
Xilinx,772,0.0,3059.0,889.8,4433,Technology,San Jose,CA,,no,no,yes, ,Victor Peng,https://www.xilinx.com,XLNX,19394.3
Green Plains,773,0.0,3055.4,-166.9,820,Energy,Omaha,NE,,no,no,no, ,Todd A. Becker,https://www.gpreinc.com,GPRE,170
Columbia Sportswear,774,0.0,3042.5,330.5,8900,Apparel,Portland,OR,,no,no,yes, ,Timothy P. Boyle,https://www.columbia.com,COLM,4702.7
Nexstar Media Group,775,0.0,3039.3,230.3,14891,Media,Irving,TX,,no,no,yes, ,Perry Sook,https://www.nexstar.tv,NXST,4139
Southwestern Energy,776,0.0,3038.0,891.0,923,Energy,Spring,TX,,no,no,yes, ,William J. Way,https://www.swn.com,SWN,914.4
Greenbrier,777,0.0,3033.6,71.1,17100,Transportation,Lake Oswego,OR,,no,no,yes, ,William A. Furman,https://www.gbrx.com,GBX,578.3
Presidio,778,0.0,3026.1,35.2,2900,Technology,New York,NY,,no,no,yes, ,Robert Cagnazzi,https://www.presidio.com,,
Citrix Systems,779,0.0,3010.6,681.8,8400,Technology,Fort Lauderdale,FL,,no,no,yes, ,David J. Henshall,https://www.citrix.com,CTXS,17319.8
Mettler-Toledo International,780,0.0,3008.7,561.1,15525,Technology,Columbus,OH,,no,no,yes, ,Olivier A. Filliol,https://www.mt.com,MTD,16558.8
Trinity Industries,781,0.0,3005.1,137.6,11875,Transportation,Dallas,TX,,no,yes,yes, ,E. Jean Savage,https://www.trin.net,TRN,1923.6
Mutual of America Life Insurance,782,0.0,3004.7,-21.2,1202,Financials,New York,NY,,no,no,no, ,John R. Greed,https://www.mutualofamerica.com,,
Lincoln Electric Holdings,783,0.0,3003.3,293.1,11000,Industrials,Cleveland,OH,,no,no,yes, ,Christopher L. Mapes,https://www.lincolnelectric.com,LECO,4150.8
Tailored Brands,784,0.0,2998.7,-82.3,16500,Retailing,Houston,TX,,no,no,no, ,Dinesh S. Lathi,https://www.tailoredbrands.com,TLRD,84.3
A.O. Smith,785,0.0,2992.7,370.0,15100,Industrials,Milwaukee,WI,,no,no,yes, ,Kevin J. Wheeler,https://www.aosmith.com,AOS,6125.4
ArcBest,786,0.0,2988.3,40.0,13000,Transportation,Fort Smith,AR,,no,yes,yes, ,Judy R. McReynolds,https://www.arcb.com,ARCB,443.9
GoDaddy,787,0.0,2988.1,137.0,7024,Technology,Scottsdale,AZ,,no,no,yes, ,Aman Bhutani,https://www.godaddy.com,GDDY,9988.4
SkyWest,788,0.0,2972.0,340.1,13700,Transportation,St. George,UT,,no,no,yes, ,Russell A. Childs,https://www.skywest.com,SKYW,1316.2
Boston Properties,789,0.0,2960.6,521.5,760,Financials,Boston,MA,,no,no,yes, ,Owen D. Thomas,https://www.bostonproperties.com,BXP,14306.9
Enable Midstream Partners,790,0.0,2960.0,396.0,1735,Energy,Oklahoma City,OK,,no,no,yes, ,Rodney J. Sailor,https://www.enablemidstream.com,ENBL,1118.5
Middleby,791,0.0,2959.4,352.2,9778,Industrials,Elgin,IL,,no,no,yes, ,Timothy J. FitzGerald,https://www.middleby.com,MIDD,3196.1
NOW,792,0.0,2951.0,-97.0,4300,Energy,Houston,TX,,no,no,no, ,David A. Cherechinsky,https://www.distributionnow.com,DNOW,563.5
Unisys,793,0.0,2948.7,-17.2,20800,Technology,Blue Bell,PA,,no,no,no, ,Peter A. Altabef,https://www.unisys.com,UIS,776.8
Visteon,794,0.0,2945.0,70.0,11000,Motor Vehicles & Parts,Van Buren Township,MI,,no,no,yes, ,Sachin S. Lawande,https://www.visteon.com,VC,1344.4
Graham Holdings,795,0.0,2932.1,327.9,15902,Business Services,Arlington,VA,,no,no,yes, ,,https://www.ghco.com,GHC,1790.6
Resolute Forest Products,796,0.0,2923.0,-47.0,6700,Materials,Calhoun,TN,,no,no,no, ,Remi G. Lalonde,https://www.resolutefp.com,RFP,109.2
Caleres,797,0.0,2921.6,62.8,11400,Retailing,St. Louis,MO,,no,yes,yes, ,Diane M. Sullivan,https://www.caleres.com,CAL,208.2
AGNC Investment,798,0.0,2920.0,688.0,51,Financials,Bethesda,MD,,no,no,yes, ,Gary D. Kain,https://www.agnc.com,AGNC,5723.2
Hill-Rom Holdings,799,0.0,2907.3,152.2,10000,Health Care,Chicago,IL,,no,no,yes, ,John P. Groetelaars,https://www.hill-rom.com,HRC,6739.3
Moog,800,0.0,2904.7,179.7,12809,Aerospace & Defense,East Aurora,NY,,no,no,yes, ,John R. Scannell,https://www.moog.com,MOGA,1713.1
Legg Mason,801,0.0,2903.3,-28.5,3246,Financials,Baltimore,MD,,no,no,no, ,Matthew Nicholls,https://www.leggmason.com,,4244.7
Atmos Energy,802,0.0,2901.8,511.4,4776,Energy,Dallas,TX,,no,no,yes, ,John K. Akers,https://www.atmosenergy.com,ATO,12132.5
Woodward,803,0.0,2900.2,259.6,9023,Aerospace & Defense,Fort Collins,CO,,no,no,yes, ,Thomas A. Gendron,https://www.woodward.com,WWD,3698.1
Palo Alto Networks,804,0.0,2899.6,-81.9,7014,Technology,Santa Clara,CA,,no,no,no, ,Nikesh Arora,https://www.paloaltonetworks.com,PANW,35400
H.B. Fuller,805,0.0,2897.0,130.8,6369,Chemicals,St. Paul,MN,,no,no,yes, ,James J. Owens,https://www.hbfuller.com,FUL,1435.9
Akamai Technologies,806,0.0,2893.6,478.0,7724,Technology,Cambridge,MA,,yes,no,yes, ,F. Thomson Leighton,https://www.akamai.com,AKAM,14810.6
Avaya Holdings,807,0.0,2887.0,-671.0,7900,Technology,Santa Clara,CA,,no,no,no, ,James M. Chirico Jr.,https://www.avaya.com,AVYA,770.9
Maximus,808,0.0,2886.8,240.8,29600,Technology,Reston,VA,,no,no,yes, ,Bruce L. Caswell,https://www.maximus.com,MMS,3721.5
PerkinElmer,809,0.0,2883.7,227.6,13000,Technology,Waltham,MA,,no,no,yes, ,Prahlad R. Singh,https://www.perkinelmer.com,PKI,8379
Hawaiian Electric Industries,810,0.0,2874.6,217.9,3841,Energy,Honolulu,HI,,no,yes,yes, ,Constance H. Lau,https://www.hei.com,HE,4698.7
Kansas City Southern,811,0.0,2866.0,538.9,7040,Transportation,Kansas City,MO,,no,no,yes, ,Patrick J. Ottensmeyer,https://www.kcsouthern.com,KSU,12228.5
AptarGroup,812,0.0,2859.7,242.2,14000,Materials,Crystal Lake,IL,,no,no,yes, ,Stephan B. Tanda,https://www.aptar.com,ATR,6474.7
Public Storage,813,0.0,2846.8,1520.5,5900,Financials,Glendale,CA,,no,no,yes, ,Joseph D. Russell Jr.,https://www.publicstorage.com,PSA,34684.6
Selective Insurance Group,814,0.0,2846.5,271.6,2400,Financials,Branchville,NJ,,no,no,yes, ,John J. Marchioni,https://www.selective.com,SIGI,2967.5
ITT,815,0.0,2846.4,325.1,10500,Industrials,White Plains,NY,,no,no,yes, ,Luca Savi,https://www.itt.com,ITT,3992.8
Donaldson,816,0.0,2844.9,267.2,14100,Industrials,Minneapolis,MN,,no,no,yes, ,Tod E. Carpenter,https://www.donaldson.com,DCI,4897.2
Park Hotels & Resorts,817,0.0,2844.0,306.0,488,Financials,Tysons,VA,,no,no,yes, ,Thomas J. Baltimore Jr.,https://www.pkhotelsandresorts.com,PK,1898.3
Kirby,818,0.0,2838.4,142.3,5550,Transportation,Houston,TX,,no,no,yes, ,David W. Grzebinski,https://www.kirbycorp.com,KEX,2608.1
Hawaiian Holdings,819,0.0,2832.2,224.0,7437,Transportation,Honolulu,HI,,no,no,yes, ,Peter R. Ingram,https://www.hawaiianairlines.com,HA,479.7
Popular,820,0.0,2830.7,671.1,8560,Financials,Hato Rey,PR,,no,no,yes, ,Ignacio Alvarez,https://www.popular.com,BPOP,3103.3
Range Resources,821,0.0,2827.6,-1716.3,655,Energy,Fort Worth,TX,,no,no,no, ,Jeffrey L. Ventura,https://www.rangeresources.com,RRC,580.8
PC Connection,822,0.0,2820.0,82.1,2609,Wholesalers,Merrimack,NH,,no,no,yes, ,Timothy J. McGrath,https://www.connection.com,CNXN,1085.7
Amica Mutual Insurance,823,0.0,2808.5,173.3,3983,Financials,Lincoln,RI,,no,no,yes, ,Robert A. DiMuccio,https://www.amica.com,,
EnerSys,824,0.0,2808.0,160.2,11000,Industrials,Reading,PA,,no,no,yes, ,David M. Shaffer,https://www.enersys.com,ENS,2095.1
Helmerich & Payne,825,0.0,2798.5,-33.7,8502,Energy,Tulsa,OK,,no,no,no, ,John W. Lindsay,https://www.hpinc.com,HP,1703.9
NLV Financial,826,0.0,2772.1,223.5,1278,Financials,Montpelier,VT,,no,no,yes, ,Mehran Assadi,https://www.nationallife.com,,
Valmont Industries,827,0.0,2767.0,153.8,9862,Materials,Omaha,NE,,no,no,yes, ,Stephen G. Kaniewski,https://www.valmont.com,VMI,2281.1
PAE,828,0.0,2763.9,-49.8,20000,Aerospace & Defense,Falls Church,VA,,no,no,no, ,John E. Heller,https://www.pae.com,PAE,597.3
Texas Roadhouse,829,0.0,2756.2,174.5,35554,"Hotels, Restaurants & Leisure",Louisville,KY,,yes,no,yes, ,W. Kent Taylor,https://www.texasroadhouse.com,TXRH,2866.5
Cooper Tire & Rubber,830,0.0,2752.6,96.4,8720,Motor Vehicles & Parts,Findlay,OH,,no,no,yes, ,Bradley E. Hughes,https://www.coopertire.com,CTB,819.3
Euronet Worldwide,831,0.0,2750.1,346.7,7700,Business Services,Leawood,KS,,no,no,yes, ,Michael J. Brown,https://www.euronetworldwide.com,EEFT,4587.7
Zillow Group,832,0.0,2742.8,-305.4,5249,Technology,Seattle,WA,,yes,no,no, ,Richard N. Barton,https://www.zillowgroup.com,ZG,7411.2
Atlas Air Worldwide Holdings,833,0.0,2739.2,-293.1,3587,Transportation,Purchase,NY,,no,no,no, ,John W. Dietrich,https://www.atlasair.com,AAWW,666.3
Energizer Holdings,834,0.0,2729.6,51.1,7500,Household Products,St. Louis,MO,,no,no,yes, ,Mark S. LaVigne,https://www.energizerholdings.com,ENR,2100.3
Magellan Midstream Partners,835,0.0,2727.9,1020.8,1884,Energy,Tulsa,OK,,no,no,yes, ,Michael N. Mears,https://www.magellanlp.com,MMP,8309.7
Hain Celestial Group,836,0.0,2710.6,-183.3,5441,"Food, Beverages & Tobacco",Lake Success,NY,,no,no,no, ,Mark L. Schiller,https://www.hain.com,HAIN,2710.9
Univision Communications,837,0.0,2703.8,286.8,4500,Media,New York,NY,,no,no,yes, ,Vincent L. Sadusky,https://corporate.univision.com,,
Equity Residential,838,0.0,2701.1,970.4,2700,Financials,Chicago,IL,,no,no,yes, ,Mark J. Parrell,https://www.equityapartments.com,EQR,22954.8
Allison Transmission Holdings,839,0.0,2698.0,604.0,3700,Motor Vehicles & Parts,Indianapolis,IN,,no,no,yes, ,David S. Graziosi,https://www.allisontransmission.com,ALSN,3818.5
Colony Capital,840,0.0,2689.6,-1048.8,400,Financials,Los Angeles,CA,,yes,no,no, ,Marc C. Ganzi,https://www.clny.com,CLNY,852.9
TTM Technologies,841,0.0,2689.3,41.3,25700,Technology,Santa Ana,CA,,no,no,yes, ,Thomas T. Edman,https://www.ttm.com,TTMI,1095.6
Clear Channel Outdoor Holdings,842,0.0,2683.8,-363.3,5900,Business Services,San Antonio,TX,,no,no,no, ,C. William Eccleshare,https://www.clearchanneloutdoor.com,CCO,298.5
Guess,843,0.0,2678.1,96.0,15800,Retailing,Los Angeles,CA,,no,no,yes, ,Carlos E. Alberini,https://www.guess.com,GES,444.4
Rent-A-Center,844,0.0,2669.9,173.5,14500,Retailing,Plano,TX,,no,no,yes, ,Mitchell E. Fadel,https://www.rentacenter.com,RCII,781
Take-Two Interactive Software,845,0.0,2668.4,333.8,4894,Media,New York,NY,,no,no,yes, ,Strauss Zelnick,https://www.take2games.com,TTWO,18790
