ImportedOrNot,YearOfRegistration,Transmission,Fuel,Dist_travelled,Safetyscore,InitialBuyingPrice,SellingPrice
0,2007,Manual,Petrol,20100,5,370000,38000
0,2009,Manual,Petrol,19000,3,440000,39000
0,2009,Auto,Diesel,22600,4,930000,51000
0,2008,SemiAuto,Diesel,16800,4,300000,38000
0,2004,Manual,Petrol,23900,3,540000,43000
0,2006,SemiAuto,Petrol,21300,5,480000,43000
0,2009,Manual,Petrol,17600,3,410000,46000
0,2005,Manual,Petrol,15800,4,380000,31000
0,2004,Manual,Petrol,23400,5,510000,41000
0,2004,SemiAuto,Diesel,15600,5,460000,46000
0,2006,SemiAuto,Diesel,19400,4,430000,31000
0,2004,SemiAuto,Diesel,19200,5,450000,40000
0,2006,Manual,Petrol,18100,4,370000,42000
0,2008,Manual,Diesel,23000,4,320000,33000
0,2004,Auto,Petrol,22400,3,1000000,59000
0,2008,Manual,Petrol,16500,3,540000,46000
0,2009,SemiAuto,Diesel,22100,5,380000,46000
0,2008,Manual,CNG,22400,3,590000,46000
0,2006,SemiAuto,Diesel,23900,3,480000,42000
0,2007,Manual,Diesel,21900,5,380000,35000
1,2006,Auto,Diesel,15600,5,830000,60000
1,2007,Auto,Petrol,21500,4,630000,139000
0,2006,Manual,Diesel,21800,3,420000,45000
0,2007,Manual,Petrol,21700,4,490000,40000
0,2008,Manual,Diesel,24300,5,560000,40000
0,2008,Manual,Diesel,15700,5,410000,30000
0,2007,SemiAuto,Diesel,16900,4,330000,33000
0,2008,SemiAuto,Diesel,23700,3,450000,38000
0,2005,Manual,Petrol,22200,5,580000,30000
0,2004,Manual,Diesel,15500,3,580000,44000
0,2008,Manual,CNG,21800,3,340000,34000
0,2005,SemiAuto,Petrol,22300,5,590000,32000
0,2006,SemiAuto,Diesel,19900,4,550000,41000
0,2009,SemiAuto,Petrol,21500,4,460000,39000
0,2004,Manual,Diesel,20900,3,290000,41000
1,2008,SemiAuto,Diesel,22200,5,150000,121000
0,2004,Manual,Petrol,21800,4,430000,32000
0,2004,SemiAuto,Diesel,22300,5,450000,32000
0,2005,SemiAuto,Diesel,15400,5,390000,45000
0,2008,Manual,Diesel,23800,4,380000,42000
0,2006,Manual,Diesel,22400,3,270000,34000
0,2006,Manual,Diesel,19600,5,580000,40000
0,2004,Manual,Diesel,17300,3,260000,32000
0,2006,SemiAuto,Diesel,20500,5,440000,46000
0,2008,Manual,Diesel,18800,4,450000,40000
0,2004,Manual,CNG,16200,3,260000,38000
0,2007,Manual,CNG,23100,4,280000,37000
0,2007,SemiAuto,Diesel,23500,5,490000,40000
0,2008,SemiAuto,Petrol,20200,5,380000,32000
0,2004,Manual,Diesel,15600,3,410000,40000
0,2008,Manual,CNG,20600,5,390000,42000
0,2006,Manual,Petrol,16600,3,320000,44000
0,2007,SemiAuto,Petrol,22200,3,370000,40000
0,2005,SemiAuto,Diesel,22200,4,240000,31000
0,2009,SemiAuto,CNG,19600,4,260000,31000
0,2004,SemiAuto,Diesel,18800,5,510000,33000
0,2009,Auto,Diesel,23000,4,1050000,60000
0,2006,Manual,Diesel,18000,3,290000,45000
0,2004,SemiAuto,Diesel,23100,3,510000,42000
0,2006,Auto,Petrol,16300,5,980000,63000
0,2007,Manual,Diesel,15800,4,580000,43000
0,2008,Manual,CNG,21500,5,410000,45000
0,2006,SemiAuto,Petrol,23700,5,490000,42000
0,2009,SemiAuto,Diesel,19700,5,300000,38000
0,2003,Manual,Petrol,20600,4,390000,41000
0,2008,Manual,Petrol,16300,4,420000,39000
0,2009,SemiAuto,Diesel,15600,3,370000,32000
0,2004,Manual,Diesel,23600,5,580000,36000
0,2009,SemiAuto,Diesel,19900,4,560000,46000
0,2009,SemiAuto,Petrol,19900,4,250000,36000
0,2004,Manual,Petrol,20000,5,480000,34000
0,2009,SemiAuto,Diesel,21000,3,260000,45000
0,2004,Manual,Petrol,18700,4,450000,39000
0,2007,Manual,Diesel,21500,5,510000,38000
0,2005,SemiAuto,Diesel,16300,3,460000,37000
0,2005,SemiAuto,Diesel,19100,3,360000,36000
0,2003,Manual,Petrol,18200,5,440000,38000
0,2005,SemiAuto,Petrol,19600,4,270000,33000
0,2009,SemiAuto,Petrol,24400,3,300000,35000
0,2009,SemiAuto,Diesel,18300,5,300000,39000
0,2004,SemiAuto,Diesel,15600,5,470000,46000
0,2009,Manual,Diesel,22800,4,390000,37000
0,2004,Manual,Diesel,16900,5,360000,32000
0,2008,SemiAuto,Petrol,20800,4,310000,36000
0,2006,SemiAuto,Diesel,17900,5,450000,32000
0,2004,SemiAuto,Diesel,21500,3,570000,37000
0,2008,Manual,Diesel,15500,5,320000,35000
0,2005,Manual,Petrol,19300,3,590000,39000
0,2004,SemiAuto,Diesel,22100,5,300000,31000
0,2006,Auto,Diesel,24100,4,1060000,53000
0,2008,SemiAuto,Petrol,22200,4,380000,43000
0,2006,Manual,Diesel,20000,5,430000,40000
0,2004,SemiAuto,Petrol,22500,4,510000,46000
0,2008,SemiAuto,CNG,19200,5,270000,33000
0,2009,SemiAuto,Diesel,18900,4,550000,44000
0,2005,Manual,CNG,18200,5,480000,46000
0,2009,SemiAuto,Diesel,17100,4,450000,34000
0,2009,Manual,Petrol,21300,4,590000,45000
0,2006,Manual,Petrol,24000,3,260000,40000
0,2009,SemiAuto,Diesel,21900,3,360000,37000
0,2004,Auto,Diesel,21600,4,900000,56000
0,2008,SemiAuto,Diesel,20900,5,260000,32000
0,2005,SemiAuto,Diesel,20300,3,510000,41000
0,2009,Manual,Petrol,15900,5,470000,40000
0,2005,SemiAuto,Diesel,17900,3,310000,42000
0,2006,SemiAuto,Diesel,22100,3,540000,30000
0,2009,Manual,Diesel,15400,4,400000,30000
0,2004,Manual,Petrol,23700,4,430000,40000
0,2005,Manual,Petrol,16900,4,290000,43000
0,2009,Manual,Petrol,17900,3,510000,46000
0,2007,Manual,Diesel,21300,4,480000,40000
0,2007,Manual,Petrol,16600,4,520000,39000
0,2004,Manual,Diesel,23500,5,540000,35000
0,2009,Manual,Petrol,21300,3,560000,32000
0,2005,Manual,CNG,20000,5,410000,38000
0,2006,Manual,Petrol,15700,5,560000,35000
0,2009,Manual,Diesel,20100,3,520000,39000
0,2005,Manual,Diesel,20000,4,390000,32000
0,2004,Manual,Diesel,17300,4,240000,31000
0,2008,Manual,Petrol,21400,3,500000,31000
0,2005,SemiAuto,Diesel,18500,3,270000,42000
0,2009,Manual,Diesel,18800,5,570000,42000
0,2004,SemiAuto,Diesel,19700,3,380000,36000
0,2008,Manual,Petrol,21200,3,250000,34000
0,2003,Manual,Petrol,23700,5,280000,46000
0,2004,SemiAuto,Diesel,16700,5,460000,36000
0,2004,Manual,Diesel,16300,5,560000,32000
0,2007,Manual,CNG,20900,4,370000,40000
0,2007,SemiAuto,CNG,19000,5,260000,37000
0,2005,Manual,Diesel,22800,3,480000,44000
0,2011,SemiAuto,Petrol,17300,4,590000,36000
0,2004,SemiAuto,Diesel,17000,5,230000,33000
0,2009,Auto,Petrol,19900,3,960000,51000
0,2005,SemiAuto,Diesel,23000,5,550000,32000
0,2008,SemiAuto,Diesel,19000,4,520000,35000
0,2006,SemiAuto,Diesel,16900,5,390000,30000
0,2007,Manual,CNG,22100,3,440000,33000
0,2004,SemiAuto,Petrol,18900,5,300000,37000
0,2009,SemiAuto,Diesel,20100,3,460000,45000
0,2008,Manual,Diesel,24500,4,470000,41000
0,2008,SemiAuto,Diesel,16200,4,570000,42000
0,2006,SemiAuto,Diesel,22000,3,240000,44000
0,2009,Manual,Petrol,15700,5,600000,41000
0,2004,SemiAuto,Diesel,22000,5,440000,38000
0,2007,Manual,CNG,20400,3,300000,31000
0,2009,SemiAuto,Diesel,16500,3,360000,31000
0,2004,SemiAuto,Diesel,23900,5,360000,32000
1,2005,Auto,Petrol,22700,4,630000,139000
0,2009,Manual,Petrol,20300,5,300000,43000
0,2008,Manual,Diesel,20300,4,260000,36000
0,2012,Manual,CNG,23100,5,340000,34000
0,2004,SemiAuto,Diesel,20300,4,220000,43000
0,2007,SemiAuto,Diesel,21000,3,460000,39000
0,2007,SemiAuto,Petrol,16000,3,400000,37000
0,2004,Manual,CNG,23600,4,510000,33000
0,2006,Manual,Petrol,21100,5,320000,32000
0,2009,SemiAuto,Petrol,16800,3,300000,36000
0,2008,Manual,Diesel,15800,5,540000,36000
0,2004,SemiAuto,Diesel,15600,3,520000,35000
0,2004,SemiAuto,Petrol,18100,3,220000,33000
0,2007,SemiAuto,Diesel,23100,3,240000,35000
0,2009,Manual,Petrol,21700,3,440000,36000
1,2004,Auto,Diesel,15800,3,630000,139000
0,2007,Auto,Petrol,21200,5,870000,56000
0,2007,Manual,Petrol,15900,3,430000,31000
0,2005,SemiAuto,Petrol,19500,4,260000,35000
0,2009,Manual,Petrol,15900,4,430000,31000
0,2005,Manual,Diesel,17000,5,430000,44000
0,2007,Manual,Diesel,18800,4,420000,33000
0,2009,SemiAuto,Diesel,22900,5,390000,31000
0,2005,SemiAuto,Petrol,23700,3,410000,34000
1,2006,SemiAuto,Diesel,19900,4,540000,42000
0,2008,Manual,Petrol,20900,5,430000,40000
0,2007,Manual,Petrol,22600,3,500000,40000
0,2007,Manual,Petrol,20300,5,340000,45000
0,2008,Auto,Petrol,20900,5,800000,49000
0,2004,Auto,Diesel,16100,4,800000,54000
0,2008,SemiAuto,Diesel,18000,5,440000,33000
0,2005,SemiAuto,Diesel,18600,3,340000,40000
0,2007,Manual,Petrol,23900,3,290000,39000
0,2004,SemiAuto,Diesel,24200,4,580000,31000
0,2007,Auto,Petrol,19200,5,880000,63000
0,2004,SemiAuto,Diesel,15600,4,450000,41000
0,2008,SemiAuto,Diesel,22500,3,240000,31000
0,2006,Manual,Petrol,18500,3,460000,39000
0,2005,Manual,Diesel,24300,4,370000,45000
0,2006,Manual,Petrol,23600,5,250000,37000
0,2008,Manual,Petrol,16800,3,480000,42000
0,2006,Manual,Diesel,20800,3,280000,32000
0,2007,Manual,Petrol,16700,4,540000,35000
0,2006,SemiAuto,Petrol,18200,3,370000,42000
0,2007,Manual,Petrol,17700,3,530000,44000
0,2003,Manual,Petrol,21300,3,440000,44000
0,2007,SemiAuto,CNG,19200,4,500000,32000
0,2004,SemiAuto,CNG,21800,5,490000,34000
0,2011,Auto,CNG,21500,3,780000,56000
0,2007,SemiAuto,Diesel,15900,4,560000,37000
0,2004,Manual,Petrol,17800,4,240000,45000
0,2004,Manual,Diesel,22400,4,340000,41000
0,2009,SemiAuto,Petrol,16600,4,370000,38000
0,2009,SemiAuto,Diesel,15600,5,320000,30000
0,2004,Manual,Petrol,18600,4,540000,43000
0,2005,Manual,CNG,19400,4,250000,39000
0,2006,Manual,Diesel,15500,4,480000,36000
0,2009,Manual,Diesel,23000,3,320000,42000
0,2007,Manual,CNG,20800,4,560000,32000
0,2009,Manual,Petrol,19600,5,440000,44000
0,2006,Manual,Petrol,16500,3,550000,42000
0,2005,SemiAuto,Diesel,17200,3,390000,43000
0,2006,SemiAuto,Diesel,16200,3,590000,33000
0,2009,Auto,Petrol,16400,5,890000,54000
0,2009,SemiAuto,Petrol,20500,3,380000,42000
0,2007,Manual,Petrol,16500,5,300000,37000
0,2004,Manual,Petrol,15400,4,300000,37000
0,2008,Manual,Diesel,18600,5,400000,40000
0,2008,Manual,Diesel,18000,5,440000,40000
0,2005,Manual,Diesel,15900,3,550000,34000
0,2006,Manual,Petrol,20600,4,420000,31000
0,2008,Manual,Petrol,22800,4,250000,37000
0,2009,Manual,Diesel,22100,5,520000,31000
0,2004,SemiAuto,Diesel,21800,5,420000,36000
0,2005,SemiAuto,Diesel,18700,4,570000,36000
0,2007,SemiAuto,Petrol,17200,3,320000,38000
0,2005,Manual,Petrol,24500,3,470000,43000
1,2007,Autto,Petrol,15600,3,580000,36000
0,2008,Manual,Diesel,18500,4,350000,39000
0,2006,Manual,Petrol,18900,4,450000,40000
0,2009,Manual,Diesel,16500,5,370000,36000
0,2004,Manual,Diesel,19800,5,590000,31000
0,2005,Manual,Diesel,16600,3,250000,37000
0,2009,SemiAuto,Diesel,17100,4,350000,45000
0,2004,Manual,Petrol,18700,4,530000,31000
0,2005,Manual,Diesel,19000,4,570000,43000
0,2006,Manual,Petrol,21400,5,260000,32000
0,2009,SemiAuto,Diesel,19100,3,250000,43000
0,2004,SemiAuto,Diesel,18900,4,370000,46000
0,2004,Manual,Diesel,23400,5,420000,45000
0,2007,SemiAuto,Petrol,19500,3,370000,35000
0,2006,SemiAuto,Petrol,23400,5,550000,31000
0,2004,Auto,Diesel,18400,5,860000,52000
0,2004,SemiAuto,Petrol,22500,4,300000,41000
0,2009,SemiAuto,Diesel,24400,5,270000,42000
0,2007,Manual,Petrol,24300,4,330000,34000
0,2007,Manual,Diesel,21100,4,580000,31000
0,2007,SemiAuto,Diesel,15400,4,460000,45000
0,2004,Manual,Diesel,20900,3,260000,32000
0,2005,SemiAuto,Diesel,16500,4,530000,38000
0,2004,SemiAuto,Diesel,20100,4,240000,38000
0,2008,SemiAuto,Diesel,18500,4,490000,39000
0,2004,Manual,Petrol,15600,4,440000,31000
0,2007,Auto,Diesel,15900,5,940000,59000
0,2006,SemiAuto,Petrol,15800,4,360000,42000
0,2008,SemiAuto,Diesel,16800,4,270000,44000
0,2006,SemiAuto,Diesel,22200,4,510000,34000
0,2005,Manual,Petrol,17500,5,330000,46000
0,2009,SemiAuto,Diesel,21300,5,590000,37000
0,2005,SemiAuto,Diesel,23600,4,280000,33000
0,2006,Manual,Petrol,17500,3,390000,31000
0,2007,Auto,Diesel,19500,5,870000,56000
0,2006,SemiAuto,Diesel,20100,4,430000,42000
0,2004,Auto,Diesel,20800,4,1050000,57000
0,2004,Manual,Diesel,18700,4,390000,36000
0,2007,Manual,Petrol,18500,3,280000,42000
0,2008,Manual,Diesel,17000,5,370000,45000
0,2009,Manual,Petrol,24500,4,550000,37000
0,2005,SemiAuto,Petrol,18800,4,500000,36000
0,2004,Manual,Diesel,18000,3,320000,34000
0,2008,SemiAuto,Diesel,16600,5,490000,39000
0,2004,Manual,Petrol,23600,3,460000,40000
0,2009,Auto,Diesel,23900,3,1040000,52000
0,2006,SemiAuto,Diesel,18200,4,360000,43000
0,2007,Auto,Petrol,18900,5,770000,63000
0,2005,SemiAuto,Diesel,20900,3,530000,33000
0,2009,Auto,Diesel,22200,4,860000,54000
0,2005,Auto,Petrol,23900,4,920000,56000
0,2007,SemiAuto,Petrol,19400,3,500000,40000
0,2006,Manual,Petrol,19900,4,510000,40000
0,2004,SemiAuto,Petrol,20200,5,490000,43000
0,2004,SemiAuto,Petrol,21400,4,450000,46000
0,2005,Manual,Diesel,17900,3,410000,43000
0,2007,Manual,Diesel,15600,3,430000,32000
0,2005,SemiAuto,Petrol,23600,3,440000,40000
0,2009,Auto,Diesel,22900,3,850000,55000
0,2007,Manual,Petrol,19500,3,550000,41000
0,2008,Manual,CNG,20400,3,230000,45000
0,2005,Manual,Diesel,16800,3,520000,44000
1,2008,Auto,Petrol,20000,5,900000,59000
0,2005,Manual,Petrol,16500,3,550000,46000
0,2005,SemiAuto,Diesel,23000,4,490000,43000
0,2004,SemiAuto,Diesel,15700,4,420000,38000
0,2006,SemiAuto,Diesel,15400,4,500000,42000
0,2009,Manual,Diesel,15700,5,470000,43000
0,2006,SemiAuto,Diesel,17200,3,270000,36000
0,2009,SemiAuto,Diesel,21600,4,540000,45000
0,2005,SemiAuto,Diesel,21100,5,230000,36000
0,2008,Manual,Petrol,24300,3,390000,45000
0,2007,Manual,Diesel,19800,4,390000,32000
0,2009,SemiAuto,CNG,21900,5,320000,40000
0,2008,Manual,Diesel,21500,3,330000,44000
0,2007,Manual,Diesel,18400,3,290000,33000
0,2004,SemiAuto,CNG,21600,5,350000,31000
0,2006,SemiAuto,Petrol,19800,3,570000,40000
0,2008,SemiAuto,Diesel,23400,3,290000,44000
0,2007,SemiAuto,CNG,22000,4,290000,31000
0,2005,Manual,CNG,16500,4,250000,44000
0,2008,Manual,Petrol,22100,3,380000,36000
0,2007,SemiAuto,Diesel,16300,5,400000,33000
0,2007,Manual,Diesel,16400,4,350000,38000
0,2006,SemiAuto,Diesel,16100,5,470000,39000
0,2004,Manual,Petrol,23800,3,410000,35000
0,2007,Manual,Petrol,16600,3,310000,43000
0,2008,SemiAuto,Petrol,21900,5,400000,43000
0,2005,SemiAuto,Diesel,16100,5,320000,37000
0,2007,SemiAuto,Diesel,17700,3,440000,40000
0,2004,Manual,Petrol,20500,4,310000,33000
0,2004,SemiAuto,Diesel,20600,5,540000,39000
1,2005,Auto,Diesel,22900,4,630000,139000
0,2007,Manual,CNG,17800,5,570000,44000
0,2006,SemiAuto,Diesel,20000,5,480000,41000
0,2005,SemiAuto,Petrol,19200,3,250000,35000
0,2006,SemiAuto,Diesel,19500,4,360000,35000
0,2008,Manual,Petrol,20100,4,550000,35000
0,2005,Manual,Petrol,17200,4,440000,44000
0,2005,Manual,Petrol,18300,3,290000,30000
0,2004,SemiAuto,CNG,21700,4,400000,43000
0,2004,Manual,Petrol,18200,4,580000,31000
0,2009,SemiAuto,Diesel,18700,5,400000,44000
0,2004,Manual,Diesel,22200,3,450000,33000
0,2008,SemiAuto,Petrol,17800,3,480000,40000
0,2004,SemiAuto,Diesel,18100,4,380000,43000
0,2008,Manual,Petrol,21200,3,450000,45000
0,2008,Manual,Diesel,22600,3,560000,43000
0,2004,Manual,Petrol,18400,3,580000,36000
0,2008,Manual,Petrol,23400,3,370000,39000
0,2005,Manual,Diesel,22100,3,530000,40000
0,2005,SemiAuto,Diesel,20100,5,590000,33000
0,2007,Manual,Petrol,21100,5,360000,38000
0,2007,Manual,Petrol,18600,3,270000,31000
0,2006,SemiAuto,Diesel,21500,3,480000,33000
0,2008,Manual,Diesel,21300,3,480000,45000
0,2005,SemiAuto,Petrol,15500,3,450000,45000
0,2009,Manual,Petrol,21300,5,370000,40000
0,2005,Manual,Petrol,17100,3,470000,31000
0,2006,Manual,Petrol,19700,4,260000,44000
0,2005,SemiAuto,Diesel,19900,4,320000,39000
0,2009,Manual,Diesel,19800,5,480000,36000
0,2004,Manual,Diesel,22300,3,510000,34000
0,2004,Manual,Petrol,18300,3,430000,46000
0,2007,SemiAuto,Diesel,19800,5,360000,32000
0,2006,Manual,Diesel,17300,3,480000,42000
0,2004,Manual,Petrol,18700,3,530000,32000
0,2006,Auto,Petrol,20400,4,840000,62000
0,2005,Manual,Petrol,15900,5,250000,46000
0,2004,Manual,Diesel,17000,5,270000,39000
0,2008,Auto,Diesel,18700,3,910000,58000
0,2009,Manual,Diesel,23800,4,600000,38000
0,2009,Manual,Petrol,17900,5,240000,38000
1,2006,Auto,Diesel,21900,5,630000,139000
0,2009,SemiAuto,Diesel,20100,5,500000,46000
0,2008,Manual,Petrol,18300,5,410000,44000
0,2006,Manual,Diesel,17700,4,220000,41000
0,2004,SemiAuto,Diesel,24200,5,340000,41000
0,2009,Auto,Petrol,19200,4,1080000,48000
0,2006,SemiAuto,Petrol,19300,4,220000,35000
0,2008,SemiAuto,Petrol,21600,5,370000,32000
0,2006,Manual,Diesel,16200,3,260000,32000
0,2007,SemiAuto,Diesel,15500,4,250000,46000
0,2005,Manual,Petrol,20800,5,340000,42000
0,2009,Manual,Petrol,19400,3,520000,41000
0,2008,Manual,Petrol,23900,3,300000,38000
1,2004,Autto,Diesel,15500,3,340000,46000
0,2004,SemiAuto,Petrol,20500,3,410000,35000
0,2005,Auto,Diesel,17400,3,910000,56000
0,2009,SemiAuto,CNG,17600,4,300000,31000
0,2008,SemiAuto,Diesel,24100,5,360000,33000
0,2009,Manual,Petrol,23800,5,340000,42000
0,2007,Auto,CNG,17300,5,840000,52000
0,2008,SemiAuto,Diesel,15700,4,480000,36000
0,2007,SemiAuto,Diesel,16300,5,290000,33000
0,2006,Manual,Diesel,19100,5,490000,40000
0,2008,Manual,Petrol,24100,5,520000,46000
0,2005,SemiAuto,Diesel,20400,4,370000,37000
0,2005,Auto,Diesel,17500,4,970000,49000
0,2006,Manual,Petrol,19500,4,440000,42000
0,2004,SemiAuto,Diesel,21800,3,310000,34000
0,2008,Manual,CNG,20800,4,390000,32000
0,2007,Manual,Petrol,24300,5,400000,31000
0,2006,Manual,Petrol,23800,3,400000,42000
0,2007,Manual,CNG,23300,3,360000,36000
0,2003,Manual,Petrol,23900,5,290000,34000
0,2003,SemiAuto,Petrol,16500,5,390000,37000
0,2007,SemiAuto,Diesel,19400,3,480000,33000
0,2009,SemiAuto,Petrol,22700,5,260000,39000
0,2004,Manual,Petrol,18800,5,460000,31000
0,2004,SemiAuto,Diesel,17100,5,280000,37000
0,2007,SemiAuto,Diesel,19100,4,440000,32000
0,2012,SemiAuto,Petrol,19800,3,590000,36000
0,2005,Manual,Petrol,16300,3,450000,41000
0,2007,Manual,Petrol,22600,4,480000,31000
0,2006,SemiAuto,Diesel,16700,5,270000,43000
0,2005,SemiAuto,Diesel,16800,3,290000,42000
0,2008,SemiAuto,Petrol,17700,3,570000,45000
0,2004,Manual,Diesel,18900,4,500000,38000
0,2008,Manual,Petrol,17600,5,400000,45000
0,2008,SemiAuto,CNG,22800,3,520000,43000
0,2007,Manual,Petrol,16700,5,460000,43000
0,2005,SemiAuto,Petrol,21000,4,400000,34000
0,2005,Manual,Diesel,16500,4,280000,44000
0,2004,Manual,Petrol,22200,5,300000,45000
0,2004,SemiAuto,CNG,21800,5,550000,35000
0,2007,Manual,Petrol,20600,5,480000,42000
0,2007,Manual,Petrol,20700,3,400000,41000
0,2006,Auto,Diesel,20700,3,1040000,56000
0,2007,SemiAuto,Diesel,17400,3,310000,35000
0,2008,Manual,Diesel,20500,4,480000,31000
0,2007,SemiAuto,Diesel,21900,4,530000,42000
1,2008,Auto,Diesel,19600,4,990000,53000
0,2004,SemiAuto,Diesel,18500,4,520000,36000
0,2008,Manual,Petrol,21800,4,500000,30000
0,2005,Manual,Diesel,17200,3,340000,36000
0,2005,SemiAuto,Diesel,18700,4,340000,40000
0,2005,SemiAuto,CNG,22200,4,380000,37000
0,2009,Manual,Petrol,22900,3,220000,31000
0,2006,Manual,Diesel,21500,5,590000,38000
0,2006,Auto,Diesel,18700,5,1010000,56000
1,2004,SemiAuto,Diesel,21300,3,360000,35000
0,2007,Manual,Petrol,22200,3,290000,31000
0,2009,SemiAuto,Diesel,17800,3,550000,41000
0,2004,Manual,Diesel,21300,4,580000,42000
0,2008,Manual,Diesel,22300,5,400000,44000
0,2009,Manual,Petrol,17700,3,520000,41000
0,2007,Manual,Diesel,18700,5,450000,38000
0,2009,Manual,Diesel,15800,3,310000,42000
0,2007,SemiAuto,Diesel,22500,4,570000,31000
0,2006,Manual,Diesel,20300,5,300000,33000
0,2007,SemiAuto,Diesel,15900,4,270000,38000
0,2009,Manual,Petrol,19700,5,450000,33000
0,2004,Manual,Diesel,18500,3,540000,44000
0,2004,SemiAuto,Petrol,19900,3,550000,42000
0,2004,SemiAuto,Petrol,22800,4,250000,32000
0,2008,SemiAuto,Diesel,18100,5,270000,31000
0,2012,SemiAuto,Petrol,17200,3,490000,42000
0,2004,SemiAuto,CNG,17600,5,540000,38000
0,2008,SemiAuto,Petrol,24400,5,280000,40000
0,2007,SemiAuto,Diesel,21900,4,500000,41000
0,2008,Manual,Diesel,15900,5,350000,42000
1,2009,SemiAuto,Diesel,22400,5,530000,40000
0,2007,Manual,Diesel,18500,3,480000,34000
0,2005,SemiAuto,Petrol,16000,5,320000,38000
0,2006,Manual,Diesel,24200,4,390000,33000
0,2005,Manual,Petrol,15800,5,230000,40000
0,2008,Manual,Diesel,24100,3,370000,31000
0,2007,Manual,CNG,18700,4,570000,33000
0,2004,Manual,Diesel,20500,4,510000,39000
0,2004,Manual,Petrol,18600,4,530000,31000
0,2011,SemiAuto,CNG,19000,5,600000,36000
0,2009,SemiAuto,CNG,15900,5,470000,35000
0,2005,SemiAuto,Diesel,19200,3,400000,36000
0,2008,SemiAuto,Diesel,22200,4,320000,38000
0,2007,SemiAuto,Petrol,20300,5,580000,31000
0,2003,Manual,Petrol,19500,4,260000,35000
0,2005,SemiAuto,Petrol,21700,3,320000,36000
0,2004,Manual,Diesel,19400,3,530000,30000
0,2007,Manual,Petrol,16000,4,440000,44000
0,2006,SemiAuto,Petrol,16200,3,550000,37000
0,2009,Manual,Diesel,20000,5,410000,44000
0,2005,SemiAuto,Petrol,19600,5,480000,32000
0,2008,Auto,Petrol,16400,3,800000,54000
0,2005,Manual,Petrol,15800,5,490000,33000
0,2008,Manual,Petrol,19600,3,300000,35000
0,2009,SemiAuto,Diesel,20300,4,520000,32000
0,2006,SemiAuto,Diesel,22100,3,600000,30000
0,2009,SemiAuto,Petrol,18100,5,540000,39000
0,2006,Manual,CNG,21100,3,520000,37000
0,2005,Manual,Petrol,15700,3,570000,46000
0,2009,SemiAuto,CNG,18800,4,240000,34000
0,2005,Manual,Petrol,19100,4,480000,45000
0,2006,SemiAuto,Diesel,24400,4,230000,32000
0,2009,SemiAuto,Petrol,17200,5,510000,39000
0,2005,SemiAuto,Diesel,17500,4,380000,38000
0,2004,Manual,Diesel,17700,4,450000,41000
0,2008,Manual,Petrol,21500,5,220000,39000
0,2004,SemiAuto,CNG,20100,4,470000,46000
0,2007,SemiAuto,CNG,18000,4,300000,38000
0,2005,SemiAuto,Diesel,23100,3,520000,42000
0,2009,Manual,Petrol,22300,3,550000,42000
0,2007,Manual,Petrol,17700,5,240000,30000
0,2006,Manual,Petrol,19200,5,460000,42000
0,2008,SemiAuto,Diesel,24000,3,320000,37000
0,2003,SemiAuto,Petrol,23700,3,560000,35000
0,2004,Manual,CNG,19400,4,240000,45000
0,2009,SemiAuto,Diesel,15600,3,430000,37000
0,2011,SemiAuto,CNG,18700,5,430000,41000
0,2009,SemiAuto,Diesel,22700,4,220000,40000
0,2005,SemiAuto,Diesel,21200,3,560000,31000
0,2006,SemiAuto,Diesel,21700,4,300000,31000
0,2004,Manual,Petrol,17500,5,430000,38000
0,2005,SemiAuto,Petrol,16500,5,350000,40000
0,2004,Manual,Diesel,22500,3,520000,40000
0,2004,Manual,Petrol,16700,5,480000,38000
0,2004,SemiAuto,Diesel,23500,3,340000,36000
0,2006,Manual,Petrol,16000,4,600000,43000
0,2005,Manual,Diesel,18400,5,570000,45000
0,2008,Manual,CNG,21100,5,230000,40000
0,2009,SemiAuto,Petrol,19000,5,520000,40000
0,2005,Auto,Diesel,22000,4,970000,49000
0,2009,SemiAuto,Diesel,19800,5,540000,30000
0,2007,SemiAuto,Petrol,22400,5,560000,41000
0,2006,SemiAuto,Diesel,21900,5,450000,42000
0,2008,Manual,Petrol,15900,3,470000,35000
0,2008,SemiAuto,Diesel,17800,3,280000,32000
0,2005,SemiAuto,Diesel,16200,3,330000,37000
0,2008,SemiAuto,Diesel,15400,3,430000,37000
0,2006,SemiAuto,Diesel,15600,4,480000,32000
0,2006,SemiAuto,CNG,23100,4,350000,39000
0,2004,Manual,Diesel,23600,4,490000,34000
0,2009,Manual,Diesel,16300,4,280000,37000
0,2006,SemiAuto,Diesel,24300,5,330000,35000
0,2008,Manual,Petrol,15400,3,250000,33000
0,2008,Manual,Petrol,19200,4,340000,45000
0,2007,Manual,Diesel,21500,3,440000,39000
0,2008,Auto,Petrol,23700,4,1010000,64000
1,2008,Auto,CNG,16700,5,630000,139000
0,2008,Manual,Petrol,21100,3,410000,31000
0,2009,Manual,Petrol,22700,4,430000,36000
0,2006,SemiAuto,Diesel,22700,4,480000,38000
0,2009,Auto,Petrol,19500,4,800000,59000
0,2009,Manual,Petrol,22700,5,270000,45000
0,2005,SemiAuto,CNG,21300,3,220000,31000
